content,temp_list,content_length
ringan dan color yang cute. size memang cun. thanks seller. desjgn yang simple.,"['ringan', 'dan', 'color', 'yg', 'cute.', 'size', 'memang', 'cun.', 'thanks', 'seller.', 'desjgn', 'yg', 'simple.']",75
"speed of delivery super fast, within days only recommended","['Speed', 'of', 'delivery', 'super', 'fast,', 'within', '3', 'days', 'only', 'Recommended']",61
the good quality,"['The', 'good', 'quality']",16
bagusss,['bagusss'],7
收到了，谢谢。,['收到了，谢谢。'],7
thumbs_upthumbs_upthumbs_up fast and clean no dust,"['👍👍👍', 'fast', 'and', 'clean', 'no', 'dust']",26
ok,['ok'],2
material:ringan selesa size:ok design:simple recommend seller mmg selesa pakai wpun lmbt sikit,"['Material:ringan', 'selesa', 'Size:ok', 'Design:simple', 'recommend', 'seller', 'mmg', 'selesa', 'pakai', 'wpun', 'lmbt', 'ckit']",93
already received,"['already', 'received']",16
size:-＿／- smiling_face_with_open_mouth_&_smiling_eyesopen_handsthumbs_upthumbs_upgood,"['Size:38-39＿／40-41', '😄👐👍👍good']",26
barang ok sesuai dengan harga...,"['barang', 'ok', 'sesuai', 'dgn', 'harga...']",29
parcel received in good condition. thanks seller and lazada. material:good size:just fit design:good,"['Parcel', 'received', 'in', 'good', 'condition.', 'Thanks', 'seller', 'n', 'Lazada.', 'Material:good', 'Size:just', 'fit', 'Design:good']",98
material:ringan size: je design:ok le dengan harga,"['Material:Ringan', 'Size:Muat2', 'je', 'Design:Ok', 'le', 'dgn', 'harga']",52
"very good , shoe is very light and comfortable to wear. the color is also very nice light green looks the best i think","['Very', 'good', ',', 'shoe', 'is', 'very', 'light', 'and', 'comfortable', 'to', 'wear.', 'the', 'color', 'is', 'also', 'very', 'nice', 'light', 'green', 'looks', 'the', 'best', 'I', 'think']",118
nipis,['Nipis'],5
非常满意！good！,['非常满意！good！'],10
bahan:baik saiz:ok,"['Bahan:baik', 'Saiz:ok']",18
bahan:ok..best saiz:tepat dan cun,"['Bahan:ok..best', 'Saiz:tepat', 'dan', 'cun']",33
good material.,"['good', 'material.']",14
saiz:saiz kaki ok selipar sudah sampai memang terbaik penghantaran yang sangat cepat memang terbaik terbaik terbaik terbaik terbaik terbaik terbaik terbaik terbaik,"['Saiz:saiz', 'kaki', 'ok', 'selipar', 'dah', 'sampai', 'memang', 'terbaik', 'penghantaran', 'yg', 'sangat', 'cepat', 'memang', 'terbaik', 'terbaik', 'terbaik', 'terbaik', 'terbaik', 'terbaik', 'terbaik', 'terbaik', 'terbaik']",159
"that's awesome, thank you seller ! grinning_face_with_smiling_eyesthumbs_uplight_skin_tone","[""That's"", 'awesome,', 'Thank', 'you', 'seller', '!', '😁👍🏻']",38
"thanks, received this afternoon. very speedily delivery. tried and d size a perfect fit....","['thanks,', 'received', 'this', 'afternoon.', 'very', 'speedily', 'delivery.', 'tried', 'n', 'd', 'size', 'a', 'perfect', 'fit....']",89
slow delivery,"['slow', 'delivery']",13
material:ok size:ok design:ok,"['Material:ok', 'Size:ok', 'Design:ok']",29
sangat suka,"['sangat', 'suka']",11
bahan:ok saiz:ok bahan:selese di pakai,"['Bahan:ok', 'Saiz:ok', 'Bahan:selese', 'di', 'pakai']",38
best quality,"['best', 'quality']",12
barang sampai dalam keadaan baik and puashati. terimakasih pd semua yang terlibat.,"['Barang', 'sampai', 'dlm', 'keadaan', 'baik', 'n', 'puashati.', 'Terimakasih', 'pd', 'semua', 'yg', 'terlibat.']",76
very good product thumbs_upthumbs_upthumbs_up good delivery thumbs_upthumbs_upthumbs_up very good thumbs_upthumbs_upthumbs_up,"['Very', 'good', 'product', '👍👍👍', 'Good', 'delivery', '👍👍👍', 'Very', 'good', '👍👍👍']",53
besttttt sangat kasut lembut hihi,"['besttttt', 'sangat', 'kasut', 'lembut', 'hihi']",33
"woww , berkualiti tinggi dan bagus 🤍","['woww', ',', 'berkualiti', 'tinggi', 'dan', 'bagus', '🤍']",36
good,['good'],4
柔软好穿,['柔软好穿'],4
very good,"['very', 'good']",9
thank you,"['Thank', 'you']",9
ok,['ok'],2
good,['good'],4
good,['good'],4
all ok,"['all', 'ok']",6
cantik,['cantik'],6
slippers not at the drawing listed.next times won't buy with this seller.,"['slippers', 'not', 'at', 'the', 'drawing', 'listed.Next', 'times', ""won't"", 'buy', 'with', 'this', 'seller.']",73
good. slipper very comfortable.,"['Good.', 'slipper', 'very', 'comfortable.']",31
tnin not thick slipper,"['tnin', 'not', 'thick', 'slipper']",22
awak barang bayna chanti,"['awak', 'barang', 'bayna', 'chanti']",24
"soft and thick material, easy to clean and maintain, affordable price for the quality, great for indoor and outdoor use,","['Soft', 'and', 'thick', 'material,', 'Easy', 'to', 'clean', 'and', 'maintain,', 'Affordable', 'price', 'for', 'the', 'quality,', 'Great', 'for', 'indoor', 'and', 'outdoor', 'use,']",120
"non-slip sole for safety,","['Non-slip', 'sole', 'for', 'safety,']",25
"variety of colors to choose from, provides excellent support, easy to clean and maintain, durable and long-lasting,","['Variety', 'of', 'colors', 'to', 'choose', 'from,', 'Provides', 'excellent', 'support,', 'Easy', 'to', 'clean', 'and', 'maintain,', 'Durable', 'and', 'long-lasting,']",115
"best pakai ringan sahajasoft and thick material, perfect fit for my feet,","['best', 'pakai', 'ringan', 'sahajaSoft', 'and', 'thick', 'material,', 'Perfect', 'fit', 'for', 'my', 'feet,']",73
sangat baik,"['sangat', 'baik']",11
i dont think this is white...same color with grey....i ordered white grey...received grey,"['I', 'dont', 'think', 'this', 'is', 'white...same', 'color', 'with', 'grey....i', 'ordered', '2', 'white', '2', 'grey...received', '4', 'grey']",95
order green sampai orenface_with_open_mouth_&_cold_sweat,"['Order', 'green', 'smpai', 'oren😰']",23
"perfect fit for my feet,","['Perfect', 'fit', 'for', 'my', 'feet,']",24
puas hati,"['puas', 'hati']",9
smpi dengan cpt harga pon berpatutanthumbs_upthumbs_upthumbs_up,"['smpi', 'dgn', 'cpt', 'harga', 'pon', 'berpatutan👍👍👍']",36
"sole yang tidak licin untuk keselamatan, sesuai dengan kaki saya dengan sempurna,","['Sole', 'yang', 'tidak', 'licin', 'untuk', 'keselamatan,', 'Sesuai', 'dengan', 'kaki', 'saya', 'dengan', 'sempurna,']",81
"bagus untuk digunakan di dalam dan di luar rumah, sesuai dengan kaki saya dengan sempurna,","['Bagus', 'untuk', 'digunakan', 'di', 'dalam', 'dan', 'di', 'luar', 'rumah,', 'Sesuai', 'dengan', 'kaki', 'saya', 'dengan', 'sempurna,']",90
"bagus untuk digunakan di dalam dan di luar rumah, mudah untuk dibersihkan dan dijaga, sesuai dengan kaki saya dengan sempurna,","['Bagus', 'untuk', 'digunakan', 'di', 'dalam', 'dan', 'di', 'luar', 'rumah,', 'Mudah', 'untuk', 'dibersihkan', 'dan', 'dijaga,', 'Sesuai', 'dengan', 'kaki', 'saya', 'dengan', 'sempurna,']",126
"bagus untuk digunakan di dalam dan di luar rumah, pelbagai warna untuk dipilih, sesuai dengan kaki saya dengan sempurna,","['Bagus', 'untuk', 'digunakan', 'di', 'dalam', 'dan', 'di', 'luar', 'rumah,', 'Pelbagai', 'warna', 'untuk', 'dipilih,', 'Sesuai', 'dengan', 'kaki', 'saya', 'dengan', 'sempurna,']",120
"sesuai dengan kaki saya dengan sempurna,","['Sesuai', 'dengan', 'kaki', 'saya', 'dengan', 'sempurna,']",40
"easy to clean and maintain, affordable price for the quality,","['Easy', 'to', 'clean', 'and', 'maintain,', 'Affordable', 'price', 'for', 'the', 'quality,']",61
"affordable price for the quality,","['Affordable', 'price', 'for', 'the', 'quality,']",33
"comfortable and stylish design,","['Comfortable', 'and', 'stylish', 'design,']",31
"great for indoor and outdoor use, soft and thick material, comfortable and stylish design,","['Great', 'for', 'indoor', 'and', 'outdoor', 'use,', 'Soft', 'and', 'thick', 'material,', 'Comfortable', 'and', 'stylish', 'design,']",90
"perfect fit for my feet,","['Perfect', 'fit', 'for', 'my', 'feet,']",24
good thumbs_upthumbs_up cantik sama warna yang oder nanti repeat lagi,"['good', '👍👍', 'cantik', 'sama', 'warna', 'yg', 'Oder', 'nanti', 'repeat', 'lagi']",51
bagus terbaik cntik warna,"['bagus', 'terbaik', 'cntik', 'warna']",25
sliper bagus cume kena chat kedai sebab lambat ship out.,"['sliper', 'bagus', 'cume', 'kena', 'chat', 'kedai', 'sebab', 'lambat', 'ship', 'out.']",56
nice and light,"['nice', 'and', 'light']",14
nice and light,"['nice', 'and', 'light']",14
tidak puas hati la....ingat kan dapat yang tebal ...disappointed_facedisappointed_facedisappointed_face,"['xpuas', 'hati', 'la....ingat', 'kan', 'dapat', 'yg', 'tebal', '4cm...😞😞😞']",51
material:cantik ..sedap je klou pakai size:/,"['Material:cantik', '..sedap', 'je', 'klou', 'pakai', 'Size:28/29']",49
"size small, overall ok","['size', 'small,', 'overall', 'ok']",22
"size small, overall ok","['size', 'small,', 'overall', 'ok']",22
size small.. overall ok,"['size', 'small..', 'overall', 'ok']",23
"soft and thick material,","['Soft', 'and', 'thick', 'material,']",24
received in good condition...satisfactory & its a repeated order..tq,"['received', 'in', 'good', 'condition...satisfactory', '&', 'its', 'a', 'repeated', 'order..tq']",68
satisfactory..tq,['satisfactory..tq'],16
satisfactory..its a repeated order..already bought many different sizes..tq,"['satisfactory..its', 'a', 'repeated', 'order..already', 'bought', 'many', 'different', 'sizes..tq']",75
已经是第二次购买了，，，非常实用。,['已经是第二次购买了，第一次买4双，这次买3双，非常实用。'],28
material:agak lembut size:sesuai dengan size yang di oder design:cantik sangat..,"['Material:agak', 'lembut', 'Size:sesuai', 'dengan', 'size', 'yang', 'di', 'oder', 'Design:cantik', 'sangat..']",82
"affordable price for the quality, durable and long-lasting, soft and thick material, comfortable and stylish design,","['Affordable', 'price', 'for', 'the', 'quality,', 'Durable', 'and', 'long-lasting,', 'Soft', 'and', 'thick', 'material,', 'Comfortable', 'and', 'stylish', 'design,']",116
"the down is not as thick as i expected but overall, good value for money","['the', 'down', 'is', 'not', 'as', 'thick', 'as', 'I', 'expected', 'but', 'overall,', 'good', 'value', 'for', 'money']",72
size:is smaller than normal size. if size recommends to take,"['Size:is', 'smaller', 'than', 'normal', 'size.', 'if', 'size', '37', 'recommends', 'to', 'take', '38', '39']",71
"variety of colors to choose from,","['Variety', 'of', 'colors', 'to', 'choose', 'from,']",33
overall is ok. thought is more thicker but seem not.,"['Overall', 'is', 'ok.', 'Thought', 'is', 'more', 'thicker', 'but', 'seem', 'not.']",52
"great for indoor and outdoor use,","['Great', 'for', 'indoor', 'and', 'outdoor', 'use,']",33
"affordable price for the quality, great for indoor and outdoor use, perfect fit for my feet, non-slip sole for safety, provides excellent support, easy to clean and maintain, variety of colors to choose from, provides excellent support, soft and thick material, variety of colors to choose from,","['Affordable', 'price', 'for', 'the', 'quality,', 'Great', 'for', 'indoor', 'and', 'outdoor', 'use,', 'Perfect', 'fit', 'for', 'my', 'feet,', 'Non-slip', 'sole', 'for', 'safety,', 'Provides', 'excellent', 'support,', 'Easy', 'to', 'clean', 'and', 'maintain,', 'Variety', 'of', 'colors', 'to', 'choose', 'from,', 'Provides', 'excellent', 'support,', 'Soft', 'and', 'thick', 'material,', 'Variety', 'of', 'colors', 'to', 'choose', 'from,']",295
tak sesuai pesanan,"['tak', 'sesuai', 'pesanan']",18
tak sesuai pesenan,"['tak', 'sesuai', 'pesenan']",18
selipa die nice sumpah..dh lh murah,"['selipa', 'die', 'nice', 'sumpah..dh', 'lh', 'murah']",35
order saiz -...tp sampai -...apa la,"['order', 'saiz', '38-39...tp', 'sampai', 'saiz36-37...apa', 'la']",47
fast delivery,"['Fast', 'delivery']",13
mula² ingatkan tebal kasut ini dalam iklan cam tebal rupa² nya nipis sahaja berbaloi lah dengan harga,"['mula²', 'ingatkan', 'tebal', 'kasut', 'ni', 'dalam', 'iklan', 'cam', 'tebal', 'rupa²', 'nya', 'nipis', 'sahaja', 'berbaloi', 'lah', 'dengan', 'harga']",101
okkkkkkkkkkkkkkkkkkkklkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,['okkkkkkkkkkkkkkkkkkkklkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk'],53
size:good！,['Size:good！'],10
material:size 刚刚好. 轻,"['Material:size', '刚刚好.', '轻']",20
我买厚底的，不过送我普通的，服务有待改进。,['我买厚底的，不过送我普通的，服务有待改进。'],21
oder warna hitam....yg sampai wrna biru,"['oder', 'warna', 'hitam....yg', 'smpai', 'wrna', 'biru']",38
sliper ok dengan harga yang ditawarkan. ringing dan cantik puas hati,"['sliper', 'ok', 'dengan', 'harga', 'yang', 'ditawarkan.', 'ringing', 'dan', 'cantik', 'puas', 'hati']",68
overall ok but abit thin,"['Overall', 'Ok', 'but', 'abit', 'thin']",24
overall ok but abit thin,"['Overall', 'Ok', 'but', 'abit', 'thin']",24
design: nice,"['Design:', 'nice']",13
"good thing, fast delivery thumbs_updelivery_truck the size is just right, there is no color difference, and the fabric is also very good","['Good', 'thing,', 'fast', 'delivery', '👍🚚', 'The', 'size', 'is', 'just', 'right,', 'there', 'is', 'no', 'color', 'difference,', 'and', 'the', 'fabric', 'is', 'also', 'very', 'good']",115
"good thing, fast delivery thumbs_updelivery_truck the size is just right, there is no color difference, and the fabric is also very good","['Good', 'thing,', 'fast', 'delivery', '👍🚚', 'The', 'size', 'is', 'just', 'right,', 'there', 'is', 'no', 'color', 'difference,', 'and', 'the', 'fabric', 'is', 'also', 'very', 'good']",115
size:ok design:selesa,"['Size:ok', 'Design:selesa']",22
ok cantik,"['ok', 'cantik']",9
cantik ..,"['cantik', '..']",9
cantik. kaki,"['cantik.', 'ngam2', 'kaki']",18
good.tepi delivery lambat sikit,"['good.tepi', 'delivery', 'lambat', 'sikit']",31
design: hot dark blue,"['Design:', 'hot', 'dark', 'blue']",21
selipar tu biasa je . tak tebal sangat tetapi sesuai la pakai untuk dalam tandas and kipas tangan tu laju betul angin nyaaa cuma kuat sikit bunyiface_with_tears_of_joyface_with_tears_of_joyso far everything was good . thank you seller !!!,"['selipar', 'tu', 'biasa', 'je', '.', 'tak', 'tebal', 'sangat', 'tapi', 'sesuai', 'la', 'pakai', 'untuk', 'dlm', 'tandas', 'and', 'kipas', 'tangan', 'tu', 'laju', 'betul', 'angin', 'nyaaa', 'cuma', 'kuat', 'sikit', 'bunyi😂😂so', 'far', 'everything', 'was', 'good', '.', 'thank', 'you', 'seller', '!!!']",192
material:beli utk mum.. kata nya nipis sikit. tetapi padan la dengan harga kn.. haha..,"['Material:beli', 'utk', 'mum..', 'kata', 'nya', 'nipis', 'sikit.', 'tp', 'padan', 'la', 'dgn', 'hrga', 'kn..', 'haha..']",78
material:nipis sikit but ok la dengan hrga..,"['Material:nipis', 'ckit', 'but', 'ok', 'la', 'dgn', 'hrga..']",40
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: light weight size: v large design: basic,"['Material:', 'light', 'weight', 'Size:', 'v', 'large', 'Design:', 'basic']",54
size:very nice slightly_smiling_face,"['Size:very', 'nice', '🙂']",16
bahan: saiz: bahan:,"['Bahan:', 'Saiz:', 'Bahan:']",21
i adore - but come on -,"['I', 'adore', '40-41', 'But', 'come', 'on', '42-43']",33
material: size: design:,"['Material:', 'Size:', 'Design:']",25
this slipper is big it's the size i wanted.,"['This', 'slipper', 'is', 'big', ""It's"", 'the', 'size', 'I', 'wanted.']",44
slm mahu bagi tau barang sudah sampai dengan selamat terima kasih,"['slm', 'nak', 'bagi', 'tau', 'barang', 'dah', 'sampai', 'dgn', 'selamat', 'Terima', 'kasih']",59
slm mahu bagi tau barang sudah sampai dengan selamat terima kasih,"['slm', 'nak', 'bagi', 'tau', 'barang', 'dah', 'sampai', 'dgn', 'selamat', 'Terima', 'kasih']",59
slm mahu bagi tau barang sudah sampai dengan selamat terima kasih,"['slm', 'nak', 'bagi', 'tau', 'barang', 'dah', 'sampai', 'dgn', 'selamat', 'Terima', 'kasih']",59
"saiz:sangat sesuai,x sakit kaki bila pakai","['Saiz:sangat', 'sesuai,x', 'sakit', 'kaki', 'bila', 'pakai']",42
quality is not good,"['Quality', 'is', 'not', 'good']",19
quality not so good,"['Quality', 'not', 'so', 'good']",19
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
material: size: design:,"['Material:', 'Size:', 'Design:']",25
received the slippers in good condition . tqvm for the good service.,"['Received', 'the', 'slippers', 'in', 'good', 'condition', '.', 'Tqvm', 'for', 'the', 'good', 'service.']",70
thank you for the package.. arrived safely... very comfortable for indoor usage.,"['thank', 'you', 'for', 'the', 'package..', 'arrived', 'safely...', 'very', 'comfortable', 'for', 'indoor', 'usage.']",80
face_blowing_a_kissface_blowing_a_kissgoodthumbs_uplight_skin_tone,['😘😘good👍🏻'],8
received tq,"['Received', 'tq']",11
received tq,"['Received', 'tq']",11
received tq,"['Received', 'tq']",11
"oder warna biru...sampai hitam ,...backhand_index_pointing_rightpouting_face","['oder', 'warna', 'biru...sampai', 'hitam', '2,2...👉😡']",39
material: size: design: indoor shoe. thank you seller.,"['Material:', 'Size:', 'Design:', 'Indoor', 'shoe.', 'Thank', 'you', 'seller.']",59
bahan ringan...saiz sesuai penghantaran okay pembungkusan rapi,"['bahan', 'ringan...saiz', 'sesuai', 'penghantaran', 'okay', 'pembungkusan', 'rapi']",62
nipis...padan dengan harga smiling_face_with_sunglasses,"['nipis...padan', 'dgn', 'harga', '😎']",25
brg sudh smpi dalam keadaan baik.. tq seller dan kurier,"['brg', 'sudh', 'smpi', 'dlm', 'keadaan', 'baik..', 'tq', 'seller', 'dan', 'kurier']",53
very comfortable,"['Very', 'comfortable']",16
size small a bit,"['Size', 'small', 'a', 'bit']",16
fast delivery!!,"['Fast', 'delivery!!']",15
fast delivery!!!,"['Fast', 'delivery!!!']",16
thank you for the speedy delivery and the goods received in good conditions. tq.,"['Thank', 'you', 'for', 'the', 'speedy', 'delivery', 'and', 'the', 'goods', 'received', 'in', 'good', 'conditions.', 'Tq.']",80
thank you for the fast delivery. products received in good conditions.,"['thank', 'you', 'for', 'the', 'fast', 'delivery.', 'Products', 'received', 'in', 'good', 'conditions.']",71
thank you for the speedy delivery. i goods received in good conditions. tq.,"['Thank', 'you', 'for', 'the', 'speedy', 'delivery.', 'I', 'Goods', 'received', 'in', 'good', 'conditions.', 'Tq.']",76
material:good quality. size:right size. design:simple yet comfortable to wear. value for money.,"['Material:good', 'quality.', 'Size:right', 'size.', 'Design:simple', 'yet', 'comfortable', 'to', 'wear.', 'value', 'for', 'money.']",97
thanks seller and courier. product received in good condition. love it to the max,"['Thanks', 'seller', 'and', 'courier.', 'Product', 'received', 'in', 'good', 'condition.', 'Love', 'it', 'to', 'the', 'max']",81
material: ok size: ok design: ok,"['Material:', 'ok', 'Size:', 'ok', 'Design:', 'Ok']",35
goods soft and cofortable colour nice as wish= material:,"['goods', 'soft', 'and', 'cofortable', 'colour', 'nice', 'as', 'wish=', 'Material:']",60
"light, cheap and comfortable","['Light,', 'cheap', 'and', 'comfortable']",28
comfy and lightweight,"['Comfy', 'and', 'lightweight']",21
lightweight and non slip,"['Lightweight', 'and', 'non', 'slip']",24
quality biasa,"['quality', 'biasa']",13
"nice colour, super comfy, no issues if gets wet","['Nice', 'colour,', 'super', 'comfy,', 'no', 'issues', 'if', 'gets', 'wet']",48
"nice colour, nice fit, super comfy","['Nice', 'colour,', 'nice', 'fit,', 'super', 'comfy']",36
satisfied.,['Satisfied.'],10
barang sampai dengan selamat tiba di tempat ye tq,"['barang', 'sampai', 'dengan', 'selamat', 'tiba', 'di', 'tempat', 'ye', 'tq']",49
barang sampai dengan cermerlang,"['barang', 'sampai', 'dengan', 'cermerlang']",31
comfortable,['comfortable'],11
comfortable,['comfortable'],11
comfortable,['comfortable'],11
very comfortable,"['very', 'comfortable']",16
thnkyou sudah sampai,"['Thnkyou', 'dh', 'smpai']",16
thank u seller.... recieved in good condition very light and easy to wear ... my daughter really like,"['thank', 'u', 'seller....', 'recieved', 'in', 'good', 'condition', 'very', 'light', 'and', 'easy', 'to', 'wear', '...', 'my', 'daughter', 'really', 'like']",103
material: size: design:,"['Material:', 'Size:', 'Design:']",23
material: size: design:,"['Material:', 'Size:', 'Design:']",23
light and comfortable material. size fits. fast delivery. great service. good quality products. thanks,"['Light', 'and', 'comfortable', 'material.', 'Size', 'fits.', 'Fast', 'delivery.', 'Great', 'service.', 'Good', 'quality', 'products.', 'Thanks']",102
sesuai dengan harga,"['sesuai', 'dengan', 'harga']",20
sesuai dengan harga,"['sesuai', 'dengan', 'harga']",20
sesuai dengan harga,"['sesuai', 'dengan', 'harga']",19
item telah slmt diterima penghtaran ok produk ok harga ok pembungkusan ok,"['item', 'telah', 'slmt', 'diterima', 'penghtaran', 'ok', 'produk', 'ok', 'harga', 'ok', 'pembungkusan', 'ok']",73
material: size: design:,"['Material:', 'Size:', 'Design:']",23
material: size: design:,"['Material:', 'Size:', 'Design:']",23
kasut cntik.i likesmiling_face_with_heart-eyessmiling_face_with_heart-eyespink lover,"['kasut', 'cntik.i', 'like😍😍pink', 'lover']",30
ok tq perfect siz,"['ok', 'tq', 'perfect', 'siz']",17
purchased pairs but apparently the yellow colour seems to be of harder material rather than the pink or green which is so much softer.,"['Purchased', '3', 'pairs', 'but', 'apparently', 'the', 'yellow', 'colour', 'seems', 'to', 'be', 'of', 'harder', 'material', 'rather', 'than', 'the', 'pink', 'or', 'green', 'which', 'is', 'so', 'much', 'softer.']",136
not as good as seen,"['not', 'as', 'good', 'as', 'seen']",19
selipar sangat ringan dn cantik..thumbs_upthumbs_up,"['selipar', 'sgt', 'ringan', 'dn', 'cantik..👍👍']",32
selipar sangat ringan and cantik...thumbs_upthumbs_up,"['selipar', 'sgt', 'ringan', 'n', 'cantik...👍👍']",32
selipar sangat ringan dn cantik..thumbs_upthumbs_up,"['selipar', 'sgt', 'ringan', 'dn', 'cantik..👍👍']",32
bahan: saiz: bahan:,"['Bahan:', 'Saiz:', 'Bahan:']",19
bahan: saiz: bahan:,"['Bahan:', 'Saiz:', 'Bahan:']",19
material:sooft size:sesuai design:sesuai,"['Material:sooft', 'Size:sesuai', 'Design:sesuai']",40
material ringan..design ok,"['material', 'ringan..design', 'ok']",26
material:soft size:ngam design:sesuai,"['Material:soft', 'Size:ngam', 'Design:sesuai']",37
ringan & simple,"['ringan', '&', 'simple']",15
thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upnicethumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up,['👍👍👍👍👍👍👍👍👍nice👍👍👍👍👍👍'],19
tgk dalam gambar macam lain sampai macam lain,"['tgk', 'dlm', 'gmbr', 'mcm', 'lain', 'smpai', 'mcm', 'lain']",36
products good as stated in reviews,"['products', 'good', 'as', 'stated', 'in', 'reviews']",34
material: soft and comfy size: true to size over all great thumbs_uplight_skin_tone,"['Material:', 'soft', 'and', 'comfy', 'Size:', 'true', 'to', 'size', 'Over', 'all', 'great', '👍🏻']",63
good condition,"['Good', 'condition']",14
material: size: design:,"['Material:', 'Size:', 'Design:']",23
material:ok size:ok design:ok,"['Material:ok', 'Size:ok', 'Design:ok']",29
tq seller and ninja van,"['tq', 'seller', 'n', 'ninja', 'van']",21
"received in good condition, b i ordered blue, pink ye)ow and green, but i received yellow oo green bit frustration","['received', 'in', 'good', 'condition,', 'b', 'I', 'ordered', '1', 'blue,', '1', 'pink', '1', 'ye)ow', 'n', 'green,', 'but', 'I', 'received', '2', 'yellow', 'oo', 'green', 'bit', 'frustration']",120
"the item received fast, trusted seller. only set back is the item is not thick as per described but what do u espect with price given. as overall is good product with the price tag.","['The', 'item', 'received', 'fast,', 'trusted', 'seller.', 'only', 'set', 'back', 'is', 'the', 'item', 'is', 'not', 'thick', 'as', 'per', 'described', 'but', 'what', 'do', 'u', 'espect', 'with', 'price', 'given.', 'as', 'overall', 'is', 'good', 'product', 'with', 'the', 'price', 'tag.']",181
"very fast delivery, very good material, cutting is very good, can buy again next time, good, good","['Very', 'fast', 'delivery,', 'very', 'good', 'material,', 'cutting', 'is', 'very', 'good,', 'can', 'buy', 'again', 'next', 'time,', 'good,', 'good']",97
"received in good condition,fast delivery, good product quality, good value for money..","['Received', 'in', 'good', 'condition,fast', 'delivery,', 'good', 'product', 'quality,', 'good', 'value', 'for', 'money..']",86
material:not soft type,"['Material:not', 'soft', 'type']",22
material:good size:perfect design:cool value for money,"['Material:good', 'Size:perfect', 'Design:cool', 'Value', 'for', 'money']",54
nice on my feet. thanks,"['Nice', 'on', 'my', 'feet.', 'Thanks']",23
foto lain sampai lain,"['foto', 'lain', 'sampai', 'lain']",21
beebaloi dengan harga yang ditawarkan,"['beebaloi', 'dgn', 'harga', 'yg', 'ditawarkan']",32
第二次买了 size：,"['第二次买了', '买了3双', '1双来错了', 'Size：']",22
size:my size is but this shoes is big size for me,"['Size:my', 'size', 'is', '37', 'but', 'this', 'shoes', '37', 'is', 'big', 'size', 'for', 'me']",55
comfortable,['Comfortable'],11
barang sampai dengan selamat..penghantaran pantas..kasut cantik dan selesa..terima kasih seller,"['Barang', 'sampai', 'dengan', 'selamat..penghantaran', 'pantas..kasut', 'cantik', 'dan', 'selesa..terima', 'kasih', 'seller']",95
looks ok. hopefully can last. tqvm,"['Looks', 'ok.', 'Hopefully', 'can', 'last.', 'Tqvm']",34
barang sudah sampai tq seller,"['barang', 'dah', 'sampai', 'tq', 'seller']",27
"nice product. comfortable. very light, and easy to pack for travelling.","['nice', 'product.', 'comfortable.', 'Very', 'light,', 'and', 'easy', 'to', 'pack', 'for', 'travelling.']",71
"hahaha lawak betui. ingat tebal macam selalu beli rupanya ok la. padanlah dengan harga, ada promo. apa pon okay ja penghantaran bagus laju ja ship out pon okay macam ini kita mau klau lambat pon takpa tetapi jgn lambat sangat barang kita selamat takda defect tu penting","['hahaha', 'lawak', 'betui.', 'ingat', 'tebal', 'mcm', 'selalu', 'beli', 'rupanya', 'ok', 'la.', 'padanlah', 'dgn', 'harga,', 'ada', 'promo.', 'apa', 'pon', 'okay', 'ja', 'PENGHANTARAN', 'BAGUS', 'LAJU', 'JA', 'SHIP', 'OUT', 'PON', 'OKAY', 'MCM', 'NI', 'KITA', 'MAU', 'KLAU', 'LAMBAT', 'PON', 'TAKPA', 'TAPI', 'JGN', 'LAMBAT', 'SANGAT', 'BARANG', 'KITA', 'SELAMAT', 'TAKDA', 'DEFECT', 'TU', 'PENTING']",262
fast delivery and comfy slippers,"['Fast', 'delivery', 'and', 'comfy', 'slippers']",32
received in good condition. fast delivery.. nice colour..,"['Received', 'in', 'good', 'condition.', 'Fast', 'delivery..', 'Nice', 'colour..']",57
ok boleh la sesuai dengan harga,"['ok', 'boleh', 'la', 'sesuai', 'dgn', 'harga']",28
saiz:tq seller iya good and guys,"['Saiz:tq', 'seller', 'iya', 'good', 'and', 'guys']",32
barang sampai dalam keadaan baik,"['Barang', 'sampai', 'dlm', 'keadaan', 'baik']",30
size:ok material:ok design:ok,"['Size:ok', 'Material:ok', 'Design:ok']",29
"good product,size is true..soft and comfort","['good', 'product,size', 'is', 'true..soft', 'n', 'comfort']",41
